"FK","KD_JENIS_TRANSAKSI","FG_PENGGANTI","NOMOR_FAKTUR","MASA_PAJAK","TAHUN_PAJAK","TANGGAL_FAKTUR","NPWP","NAMA","ALAMAT_LENGKAP","JUMLAH_DPP","JUMLAH_PPN","JUMLAH_PPNBM","ID_KETERANGAN_TAMBAHAN","FG_UANG_MUKA","UANG_MUKA_DPP","UANG_MUKA_PPN","UANG_MUKA_PPNBM","REFERENSI"
"OF","02175","Nosy HS Btl Antibacterial 420ml Lemon","17345.0","3","52035.0","0.0","52035.0","5203.5","0","0","","","","","","","",""
"OF","02177","BDL Papaya Soap With Vit ACE 90gr","4964.0","24","119136.0","0.0","119136.0","11913.6","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"OF","02179","BDL Papaya Soap With Vit ACE 60 gr","4545.0","9","40905.0","0.0","40905.0","4090.5","0","0","","","","","","","",""
"OF","02194","Nosy HS Btl Antibacterial 420ml Strawberry","17345.0","2","34690.0","0.0","34690.0","3469.0","0","0","","","","","","","",""
"OF","02195","Nosy HS  Pouch 420ml Lemon","13882.0","6","83292.0","0.0","83292.0","8329.2","0","0","","","","","","","",""
"OF","02218","Nosy HS  Pouch 420ml Apple","13882.0","3","41646.0","0.0","41646.0","4164.6","0","0","","","","","","","",""
"OF","02439","BDL Bengkoang Body Lotion 600ml","18300.0","2","36600.0","0.0","36600.0","3660.0","0","0","","","","","","","",""
"OF","02442","BDL Papaya Body Wash 245ml","17018.0","3","51054.0","0.0","51054.0","5105.4","0","0","","","","","","","",""
"OF","02565","Bio Placenta HBL Cherry Blossom 400ml Gold","15185.0","3","45555.0","0.0","45555.0","4555.5","0","0","","","","","","","",""
"OF","02704","BDL Temulawak Soap With Vit C 128 gr","8509.0","12","102108.0","0.0","102108.0","10210.8","0","0","","","","","","","",""
"FK","2","0","0000000000222","7","2019","2019-01-17","02.591.905.1-201.000","PT. SAHABAT JAYA SENTOSA ( SJS )","Jln Jhoni Anwar Padang","1018021.0","101802.1","0","","0","0","0","0","19.000113"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","13","110617.0","0.0","110617.0","11061.7","0","0","","","","","","","",""
"OF","02175","Nosy HS Btl Antibacterial 420ml Lemon","17345.0","12","208140.0","0.0","208140.0","20814.0","0","0","","","","","","","",""
"OF","02178","BDL Bengkoang Soap With Vit ACE 128 gr","8509.0","24","204216.0","0.0","204216.0","20421.6","0","0","","","","","","","",""
"OF","02187","Nosy HS Btl Antibacterial 420ml Aloevera","17345.0","12","208140.0","0.0","208140.0","20814.0","0","0","","","","","","","",""
"OF","02195","Nosy HS  Pouch 420ml Lemon","13882.0","12","166584.0","0.0","166584.0","16658.4","0","0","","","","","","","",""
"OF","02204","BDL Facial Wsh 60ml Papaya","10027.0","12","120324.0","0.0","120324.0","12032.4","0","0","","","","","","","",""
"FK","2","0","0000000000223","7","2019","2019-01-17","NIK 1306151408910001","KITA KOSMETIK (Agusta Praja Putra)","Jl. M. Yamin No. 9 Depan SMU 3 Aur Kuning Bukittinggi","3537747.6","353774.8","0","","0","0","0","0","19.000114"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02149","BDL Papaya Soap With Vit ACE 128 gr","8509.0","384","3267456.0","490118.4","2777337.6","277733.8","0","0","","","","","","","",""
"OF","02170","Bio Placenta Body Lotion pink 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"OF","02171","Bio Placenta Body Lotion Green Tea 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"OF","02172","Bio Placenta Body Lotion Orange 500ml","14910.0","12","178920.0","26838.0","152082.0","15208.2","0","0","","","","","","","",""
"OF","02173","Bio Placenta Body  Lotion Putih 500ml","14910.0","24","357840.0","53676.0","304164.0","30416.4","0","0","","","","","","","",""
"FK","2","0","0000000000224","7","2019","2019-01-18","0","RS Ibnu Sina Bukittinggi","Jalan Batang Agam Belakang Balok Bukittinggi, Sumatera Barat","6205000.0","620500.0","0","","0","0","0","0","19.000115"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00172","FILM DI-HL 20X25","2700000.0","1","2700000.0","405000.0","2295000.0","229500.0","0","0","","","","","","","",""
"OF","00173","FILM DI-HL 26X36","4600000.0","1","4600000.0","690000.0","3910000.0","391000.0","0","0","","","","","","","",""
"FK","2","0","0000000000225","7","2019","2019-01-18","660402777201000","ADINEGORO SWALAYAN (Mierantie)","Lubuk Buaya Padang","288684.0","28868.4","0","","0","0","0","0","19.000116"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03174","IMP Eye Pencil Black ","4455.0","36","160380.0","16038.0","144342.0","14434.2","0","0","","","","","","","",""
"OF","03175","IMP Eye Pencil Brown","4455.0","36","160380.0","16038.0","144342.0","14434.2","0","0","","","","","","","",""
"FK","2","0","0000000000226","7","2019","2019-01-18","-","FEBBY OKTAYESRI","Padang","98432.0","0.0","0","","0","0","0","0","MA.190011"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02200","BDL Facial Wsh 100ml Papaya","15080.0","6","90480.0","9048.0","81432.0","0.0","0","0","","","","","","","",""
"OF","02577","Minyak Kayu Putih 30ml ","8500.0","2","17000.0","0.0","17000.0","0.0","0","0","","","","","","","",""
"FK","2","0","0000000000227","7","2019","2019-01-19","00.239.417.9-204.000","RSU ADNAN WD PAYAKUMBUH","Jl. Ade Irma Suryani - Payakumbuh","2700000.0","270000.0","0","","0","0","0","0","19.000117"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","00172","FILM DI-HL 20X25","2700000.0","1","2700000.0","0.0","2700000.0","270000.0","0","0","","","","","","","",""
"FK","2","0","0000000000228","7","2019","2019-01-19","44.713.907.2-201.000","TOKO PELANGI WINDO ","Jln. Pasar Raya II  No.7 - Pasar Raya Fase VII No.48 - 49 Padang","192456.0","19245.6","0","","0","0","0","0","19.000118"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03174","IMP Eye Pencil Black ","4455.0","12","53460.0","5346.0","48114.0","4811.4","0","0","","","","","","","",""
"OF","03175","IMP Eye Pencil Brown","4455.0","36","160380.0","16038.0","144342.0","14434.2","0","0","","","","","","","",""
"FK","2","0","0000000000229","7","2019","2019-01-19","-","RSUD SEI DAREH","Jalan Lintas Sumatera Km 2 Kec.Pulau Punjung Kab.Dharmasraya","4600000.0","460000.0","0","","0","0","0","0","19.000119"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","01592","Masker Tie On Surgidress","25000.0","40","1000000.0","0.0","1000000.0","100000.0","0","0","","","","","","","",""
"OF","01773","Examination Gloves Lightly Uk. S","45000.0","50","2250000.0","0.0","2250000.0","225000.0","0","0","","","","","","","",""
"OF","01774","Examination Gloves Lightly Uk. M","45000.0","30","1350000.0","0.0","1350000.0","135000.0","0","0","","","","","","","",""
"FK","2","0","0000000000230","7","2019","2019-01-19","44.713.907.2-201.000","TOKO PELANGI WINDO ","Jln. Pasar Raya II  No.7 - Pasar Raya Fase VII No.48 - 49 Padang","5303264.799999999","530326.4","0","","0","0","0","0","19.000120"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02869","Cleansing Aqua Cool Milk (RSH 100)","31818.0","3","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","02870","Cleansing Aqua Cool Lotion (RSH 101)","31818.0","3","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","02871","Cleansing Aqua Cool Purifying Lotion (RSH 102)","31818.0","3","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","02872","Cleansing Aqua Cool Purifying Milk (RSH 108)","35455.0","3","106365.0","21273.0","85092.0","8509.2","0","0","","","","","","","",""
"OF","02873","Cleansing Gentle Foaming Cream (RSH 103)","35455.0","6","212730.0","42546.0","170184.0","17018.4","0","0","","","","","","","",""
"OF","02875","Deep Cleansing Double Action Pelling (RSH 110)","40909.0","6","245454.0","49090.8","196363.2","19636.3","0","0","","","","","","","",""
"OF","02882","Oily And Acne Purifying Foamin Gel (RSH 150)","35909.0","6","215454.0","43090.8","172363.2","17236.3","0","0","","","","","","","",""
"OF","02884","Oily And Acne Matt Fluid (RSH 153)","36364.0","3","109092.0","21818.4","87273.6","8727.4","0","0","","","","","","","",""
"OF","02885","Whitening White Vitaly Cream (RSH 160)","44545.0","6","267270.0","53454.0","213816.0","21381.6","0","0","","","","","","","",""
"OF","02895","True Cover Found 01 (RMH 550)","50000.0","6","300000.0","60000.0","240000.0","24000.0","0","0","","","","","","","",""
"OF","02903","Eye Shadow Compact 03 (RMH 608)","54091.0","3","162273.0","32454.6","129818.4","12981.8","0","0","","","","","","","",""
"OF","02913","Eye Brow Pencil Brown (RMH 701)","38636.0","12","463632.0","92726.4","370905.6","37090.6","0","0","","","","","","","",""
"OF","02919","Mascara Exp Premium Black (RMH 763)","56818.0","12","681816.0","136363.2","545452.8","54545.3","0","0","","","","","","","",""
"OF","02920","Liquid Eye Liner Exp Perfect Black (RMH 771)","45000.0","12","540000.0","108000.0","432000.0","43200.0","0","0","","","","","","","",""
"OF","02921","Liquid Eye Liner Exp Perfect Brush Black (RMH 771A)","45000.0","6","270000.0","54000.0","216000.0","21600.0","0","0","","","","","","","",""
"OF","02926","Lipstick  05 (RMH 804)","35909.0","3","107727.0","21545.4","86181.6","8618.2","0","0","","","","","","","",""
"OF","02931","Lipstick  10 (RMH 809)","35909.0","3","107727.0","21545.4","86181.6","8618.2","0","0","","","","","","","",""
"OF","02936","Lipstick  15 (RMH 814)","35909.0","3","107727.0","21545.4","86181.6","8618.2","0","0","","","","","","","",""
"OF","02942","Lipstick  21 (RMH 820)","35909.0","6","215454.0","43090.8","172363.2","17236.3","0","0","","","","","","","",""
"OF","02953","Liquid Matifying Care Found 02 (RMH 776)","47727.0","4","190908.0","38181.6","152726.4","15272.6","0","0","","","","","","","",""
"OF","02954","Liquid Matifying Care Found 03 (RMH 777)","47727.0","2","95454.0","19090.8","76363.2","7636.3","0","0","","","","","","","",""
"OF","02959","New Exp Matte Lip Paint 04 (RMH 894)","53636.0","3","160908.0","32181.6","128726.4","12872.6","0","0","","","","","","","",""
"OF","02962","New Exp Matte Lip Paint 07 (RMH 897)","53636.0","1","53636.0","10727.2","42908.8","4290.9","0","0","","","","","","","",""
"OF","02965","Dermasens Milk (RSH 180)","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"OF","02966","Dermasens Lotion  (RSH 181)","40909.0","3","122727.0","24545.4","98181.6","9818.2","0","0","","","","","","","",""
"OF","02967","Dermasens Foamin Cream (RSH 182)","38636.0","3","115908.0","23181.6","92726.4","9272.6","0","0","","","","","","","",""
"OF","02982","Refiil UV Lite Powdery Found 02 (RMH 511R)","44091.0","12","529092.0","105818.4","423273.6","42327.4","0","0","","","","","","","",""
"OF","02985","Refiil UV Lite Powdery Found 05 (RMH 514R)","44091.0","3","132273.0","26454.6","105818.4","10581.8","0","0","","","","","","","",""
"OF","02986","Refiil UV Lite Powdery Found 06 (RMH 515R)","44091.0","6","264546.0","52909.2","211636.8","21163.7","0","0","","","","","","","",""
"OF","02989","Care Powder Lightening 01(RMH 526)","49091.0","3","147273.0","29454.6","117818.4","11781.8","0","0","","","","","","","",""
"OF","02991","Care Powder Lightening 02 (RMH 527)","49091.0","3","147273.0","29454.6","117818.4","11781.8","0","0","","","","","","","",""
"OF","02992","Care Powder Lightening 03 (RMH 528)","49091.0","3","147273.0","29454.6","117818.4","11781.8","0","0","","","","","","","",""
"FK","2","0","0000000000231","7","2019","2019-01-19","-","ELFA CITRA WELSI","jl. gajah mada no.03 gunung pangilun padang
","30000.0","0.0","0","","0","0","0","0","MA.190012"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03123","Surgical Mask Plus 3 Ply ( Hijab )","30000.0","1","30000.0","0.0","30000.0","0.0","0","0","","","","","","","",""
"FK","2","0","0000000000232","7","2019","2019-01-21","-","EVENT SPARINDO","Padang","397392.0","0.0","0","","0","0","0","0","MA.190013"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","02202","BDL Facial Wsh 60ml Mangosten","11030.0","4","44120.0","8824.0","35296.0","0.0","0","0","","","","","","","",""
"OF","02203","BDL Facial Wsh 60ml Olive","11030.0","2","22060.0","4412.0","17648.0","0.0","0","0","","","","","","","",""
"OF","02344","BDL Body Wash 245ml Sulfur Antiseptic ","18720.0","12","224640.0","44928.0","179712.0","0.0","0","0","","","","","","","",""
"OF","02466","BDL Avocado Body Wash 245ml","18720.0","5","93600.0","18720.0","74880.0","0.0","0","0","","","","","","","",""
"OF","02476","BDL Mangosteen  Body Wash 245ml","18720.0","6","112320.0","22464.0","89856.0","0.0","0","0","","","","","","","",""
"FK","2","0","0000000000233","7","2019","2019-01-21","NIK : 13710351190000","RUMAH CANTIK IRMA EVA ( AIFA IRMA SUNARI )","Jln. Samudra Belakang Pasar Pagi, Purus Padang","2120067.3","212006.69999999998","0","","0","0","0","0","19.000121"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03044","Lip Matte Dolce 702 ","71818.0","12","861816.0","155126.9","706689.1","70668.9","0","0","","","","","","","",""
"OF","03052","Lip Matte Bliss 711 ","71818.0","12","861816.0","155126.9","706689.1","70668.9","0","0","","","","","","","",""
"OF","03108","Lip Matte Calm Sense (701)","71818.0","1","71818.0","12927.2","58890.8","5889.1","0","0","","","","","","","",""
"OF","03108","Lip Matte Calm Sense (701)","71818.0","11","789998.0","142199.6","647798.4","64779.8","0","0","","","","","","","",""
"FK","2","0","0000000000234","7","2019","2019-01-21","NIK : 1371036711560001","DAHLIA KOSMETIK ( IRAWATI HALIM ) ","Jln. Niaga No.235 Pondok, Padang","3097644.5999999996","309764.5","0","","0","0","0","0","19.000122"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03034","Blush Me Up C.Flush 801 ","59091.0","12","709092.0","141818.4","567273.6","56727.4","0","0","","","","","","","",""
"OF","03036","Blush Me Up S.Bloom 803 ","59091.0","12","709092.0","141818.4","567273.6","56727.4","0","0","","","","","","","",""
"OF","03038","Blush Me Up Luminious Glow  805 ","59091.0","12","709092.0","141818.4","567273.6","56727.4","0","0","","","","","","","",""
"OF","03052","Lip Matte Bliss 711 ","71818.0","6","430908.0","86181.6","344726.4","34472.6","0","0","","","","","","","",""
"OF","03053","Lip Matte Glee 712 ","71818.0","6","430908.0","86181.6","344726.4","34472.6","0","0","","","","","","","",""
"OF","03075","Lip Liner Beach Babe ","50000.0","6","300000.0","60000.0","240000.0","24000.0","0","0","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","6","518190.0","51819.0","466371.0","46637.1","0","0","","","","","","","",""
"FK","2","0","0000000000235","7","2019","2019-01-21","NIK : 1371115503910009","TOKO PADANG MAKE UP STORE ( YOUMEDA RESTA )","Jln. S Parman No.84 C Padang","4858635.800000001","485863.7","0","","0","0","0","0","19.000123"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03020","Eyeliner Gel Black","50000.0","18","900000.0","180000.0","720000.0","72000.0","0","0","","","","","","","",""
"OF","03024","Eyeliner Gel Silver ","50000.0","12","600000.0","120000.0","480000.0","48000.0","0","0","","","","","","","",""
"OF","03030","Brow Wow Dark Shade 01 ","59091.0","12","709092.0","141818.4","567273.6","56727.4","0","0","","","","","","","",""
"OF","03033","Brow Wow Grey Shade 04 ","59091.0","6","354546.0","70909.2","283636.8","28363.7","0","0","","","","","","","",""
"OF","03047","Lip Matte Amore 706 ","71818.0","12","861816.0","172363.2","689452.8","68945.3","0","0","","","","","","","",""
"OF","03052","Lip Matte Bliss 711 ","71818.0","12","861816.0","172363.2","689452.8","68945.3","0","0","","","","","","","",""
"OF","03070","Powder Foundation 20 Watt ( TWC)","54545.0","3","163635.0","32727.0","130908.0","13090.8","0","0","","","","","","","",""
"OF","03092","Inspired Wanderlust i3 ","53636.0","6","321816.0","64363.2","257452.8","25745.3","0","0","","","","","","","",""
"OF","03109","Eyelash Fix","40909.0","6","245454.0","49090.8","196363.2","19636.3","0","0","","","","","","","",""
"OF","03112","Eye Shadow Coral Sand 08","40909.0","12","490908.0","98181.6","392726.4","39272.6","0","0","","","","","","","",""
"OF","03129","Mascara Power Volume","45455.0","6","272730.0","54546.0","218184.0","21818.4","0","0","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","3","259095.0","25909.5","233185.5","23318.6","0","0","","","","","","","",""
"FK","2","0","0000000000236","7","2019","2019-01-21","NIK : 1371045612940004","MAYBEAUTY ( ANANDA DIKLA MAWARDI )","Jln. Sisingamangaraja No.4 Padang
","466371.0","46637.1","0","","0","0","0","0","19.000124"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","6","518190.0","51819.0","466371.0","46637.1","0","0","","","","","","","",""
"FK","2","0","0000000000237","7","2019","2019-01-21","NIK :1371036412910004","LA NINA MAKE UP STORE ( CHRISTINE TEDJOSURYO )","Jln. Cokroaminoto No.34 Padang","233185.4","23318.6","0","","0","0","0","0","19.000125"
"FAPR","PT MIRANTI ADILHA","GAJAH MADA NO 3 RT. 000 RW. 000 , PADANG","","7","","","","","","","","","","","","","",""
"OF","03235","Highlighter Canggu ( Mizzu )","86365.0","3","259095.0","25909.5","233185.5","23318.6","0","0","","","","","","","",""
"FK","2","0","0000000000238","7","2019","2019-01-21","NIK : 1371047105880003","SS STORE ( SHINTA YOSIA GUSTI )","Jln. Raya Siteba No.77 Padang","466371.0","46637.1","0","","0","0","0","0","19.000126"
